Year;River Segments;Migracion (m/year);Periodo;Zone
2000-2004;20;29.809;Moderate mining;A2
2000-2004;20;24.9075;Moderate mining;A2
2000-2004;20;20.8668;Moderate mining;A2
2000-2004;20;20.6355;Moderate mining;A2
2000-2004;20;20.1675;Moderate mining;A2
2000-2004;20;18.1215;Moderate mining;A2
2000-2004;20;18.059;Moderate mining;A2
2000-2004;20;18.0173;Moderate mining;A2
2000-2004;20;17.969;Moderate mining;A2
2000-2004;20;17.849;Moderate mining;A2
2000-2004;20;17.6208;Moderate mining;A2
2000-2004;20;15.9178;Moderate mining;A2
2000-2004;20;15.7815;Moderate mining;A2
2000-2004;20;15.7563;Moderate mining;A2
2000-2004;20;14.7965;Moderate mining;A2
2000-2004;20;14.6788;Moderate mining;A2
2000-2004;20;13.3028;Moderate mining;A2
2000-2004;20;13.032;Moderate mining;A2
2000-2004;20;13.031;Moderate mining;A2
2000-2004;20;12.6618;Moderate mining;A2
2000-2004;20;12.1548;Moderate mining;A2
2000-2004;20;12.141;Moderate mining;A2
2000-2004;20;11.747;Moderate mining;A2
2000-2004;20;11.548;Moderate mining;A2
2000-2004;20;11.3288;Moderate mining;A2
2000-2004;20;11.2788;Moderate mining;A2
2000-2004;20;11.1808;Moderate mining;A2
2000-2004;20;11.0738;Moderate mining;A2
2000-2004;20;10.923;Moderate mining;A2
2000-2004;20;10.9228;Moderate mining;A2
2000-2004;20;10.736;Moderate mining;A2
2000-2004;20;10.4783;Moderate mining;A2
2000-2004;20;10.475;Moderate mining;A2
2000-2004;20;10.4425;Moderate mining;A2
2000-2004;20;10.4423;Moderate mining;A2
2000-2004;20;10.4178;Moderate mining;A2
2000-2004;20;10.3933;Moderate mining;A2
2000-2004;20;10.3915;Moderate mining;A2
2000-2004;20;10.3645;Moderate mining;A2
2000-2004;20;10.3255;Moderate mining;A2
2000-2004;20;10.1868;Moderate mining;A2
2000-2004;20;10.0385;Moderate mining;A2
2000-2004;20;9.78;Moderate mining;A2
2000-2004;20;9.6453;Moderate mining;A2
2000-2004;20;9.5898;Moderate mining;A2
2000-2004;20;9.565;Moderate mining;A2
2000-2004;20;9.4835;Moderate mining;A2
2000-2004;20;9.4458;Moderate mining;A2
2000-2004;20;9.426;Moderate mining;A2
2000-2004;20;9.425;Moderate mining;A2
2000-2004;20;9.423;Moderate mining;A2
2000-2004;20;9.1715;Moderate mining;A2
2000-2004;20;8.869;Moderate mining;A2
2000-2004;20;8.8528;Moderate mining;A2
2000-2004;20;8.7758;Moderate mining;A2
2000-2004;20;8.7558;Moderate mining;A2
2000-2004;20;8.7238;Moderate mining;A2
2000-2004;20;8.637;Moderate mining;A2
2000-2004;20;8.6068;Moderate mining;A2
2000-2004;20;8.4085;Moderate mining;A2
2000-2004;20;8.3315;Moderate mining;A2
2000-2004;20;8.1445;Moderate mining;A2
2000-2004;20;8.1405;Moderate mining;A2
2000-2004;20;7.992;Moderate mining;A2
2000-2004;20;7.8705;Moderate mining;A2
2000-2004;20;7.592;Moderate mining;A2
2000-2004;20;7.5255;Moderate mining;A2
2000-2004;20;7.5145;Moderate mining;A2
2000-2004;20;7.4953;Moderate mining;A2
2000-2004;20;7.3243;Moderate mining;A2
2000-2004;20;7.3145;Moderate mining;A2
2000-2004;20;7.1583;Moderate mining;A2
2000-2004;20;7.0963;Moderate mining;A2
2000-2004;20;6.9263;Moderate mining;A2
2000-2004;20;6.9165;Moderate mining;A2
2000-2004;20;6.7945;Moderate mining;A2
2000-2004;20;6.7728;Moderate mining;A2
2000-2004;20;6.7635;Moderate mining;A2
2000-2004;20;6.719;Moderate mining;A2
2000-2004;20;6.6928;Moderate mining;A2
2000-2004;20;6.6523;Moderate mining;A2
2000-2004;20;6.5723;Moderate mining;A2
2000-2004;20;6.5365;Moderate mining;A2
2000-2004;20;6.334;Moderate mining;A2
2000-2004;20;6.321;Moderate mining;A2
2000-2004;20;6.3175;Moderate mining;A2
2000-2004;20;6.2353;Moderate mining;A2
2000-2004;20;6.2318;Moderate mining;A2
2000-2004;20;6.1963;Moderate mining;A2
2000-2004;20;6.085;Moderate mining;A2
2000-2004;20;6.055;Moderate mining;A2
2000-2004;20;6.0545;Moderate mining;A2
2000-2004;20;6.046;Moderate mining;A2
2000-2004;20;5.9928;Moderate mining;A2
2000-2004;20;5.8373;Moderate mining;A2
2000-2004;20;5.8258;Moderate mining;A2
2000-2004;20;5.5483;Moderate mining;A2
2000-2004;20;5.3663;Moderate mining;A2
2000-2004;20;5.3108;Moderate mining;A2
2000-2004;20;5.3093;Moderate mining;A2
2000-2004;20;5.304;Moderate mining;A2
2000-2004;20;5.2618;Moderate mining;A2
2000-2004;20;5.2285;Moderate mining;A2
2000-2004;20;5.1953;Moderate mining;A2
2000-2004;20;5.167;Moderate mining;A2
2000-2004;20;5.1413;Moderate mining;A2
2000-2004;20;5.0885;Moderate mining;A2
2000-2004;20;5.0858;Moderate mining;A2
2000-2004;20;4.8798;Moderate mining;A2
2000-2004;20;4.7128;Moderate mining;A2
2000-2004;20;4.6413;Moderate mining;A2
2000-2004;20;4.6008;Moderate mining;A2
2000-2004;20;4.4475;Moderate mining;A2
2000-2004;20;4.3143;Moderate mining;A2
2000-2004;20;4.244;Moderate mining;A2
2000-2004;20;4;Moderate mining;A2
2000-2004;20;3.8018;Moderate mining;A2
2000-2004;20;3.6283;Moderate mining;A2
2000-2004;20;3.3938;Moderate mining;A2
2000-2004;20;3.3173;Moderate mining;A2
2000-2004;20;3.2963;Moderate mining;A2
2000-2004;20;3.1585;Moderate mining;A2
2000-2004;20;2.0563;Moderate mining;A2
2000-2004;20;1.948;Moderate mining;A2
2000-2004;20;1.244;Moderate mining;A2
2000-2004;20;1.1715;Moderate mining;A2
2000-2004;20;1.0658;Moderate mining;A2
2000-2004;20;1.0383;Moderate mining;A2
2000-2004;20;0.9745;Moderate mining;A2
2000-2004;20;0.9558;Moderate mining;A2
2000-2004;20;0.863;Moderate mining;A2
2000-2004;20;0.8498;Moderate mining;A2
2000-2004;20;0.8353;Moderate mining;A2
2000-2004;20;0.8275;Moderate mining;A2
2000-2004;20;0.8263;Moderate mining;A2
2000-2004;20;0.8238;Moderate mining;A2
2000-2004;20;0.8205;Moderate mining;A2
2000-2004;20;0.8188;Moderate mining;A2
2000-2004;20;0.8175;Moderate mining;A2
2000-2004;20;0.816;Moderate mining;A2
2000-2004;20;0.8153;Moderate mining;A2
2000-2004;20;0.7833;Moderate mining;A2
2000-2004;20;0.783;Moderate mining;A2
2000-2004;20;0.7818;Moderate mining;A2
2000-2004;20;0.7733;Moderate mining;A2
2000-2004;20;0.7565;Moderate mining;A2
2000-2004;20;0.7333;Moderate mining;A2
2000-2004;20;0.723;Moderate mining;A2
2000-2004;20;0.6933;Moderate mining;A2
2000-2004;20;0.6905;Moderate mining;A2
2000-2004;20;0.6773;Moderate mining;A2
2000-2004;20;0.4958;Moderate mining;A2
2004-2008;20;5.5793;Moderate mining;A2
2004-2008;20;6.2555;Moderate mining;A2
2004-2008;20;7.7475;Moderate mining;A2
2004-2008;20;20.9018;Moderate mining;A2
2004-2008;20;29.884;Moderate mining;A2
2004-2008;20;27.6323;Moderate mining;A2
2004-2008;20;21.1575;Moderate mining;A2
2004-2008;20;15.7208;Moderate mining;A2
2004-2008;20;6.72;Moderate mining;A2
2004-2008;20;8.5043;Moderate mining;A2
2004-2008;20;11.163;Moderate mining;A2
2004-2008;20;21.338;Moderate mining;A2
2004-2008;20;31.5633;Moderate mining;A2
2004-2008;20;37.9308;Moderate mining;A2
2004-2008;20;44.806;Moderate mining;A2
2004-2008;20;42.1353;Moderate mining;A2
2004-2008;20;39.795;Moderate mining;A2
2004-2008;20;45.155;Moderate mining;A2
2004-2008;20;41.4728;Moderate mining;A2
2004-2008;20;37.5948;Moderate mining;A2
2004-2008;20;38.923;Moderate mining;A2
2004-2008;20;33.1885;Moderate mining;A2
2004-2008;20;32.7428;Moderate mining;A2
2004-2008;20;32.5675;Moderate mining;A2
2004-2008;20;32.6145;Moderate mining;A2
2004-2008;20;23.7938;Moderate mining;A2
2004-2008;20;23.5378;Moderate mining;A2
2004-2008;20;14.9093;Moderate mining;A2
2004-2008;20;14.4355;Moderate mining;A2
2004-2008;20;14.0833;Moderate mining;A2
2004-2008;20;7.46;Moderate mining;A2
2004-2008;20;6.8985;Moderate mining;A2
2004-2008;20;10.7768;Moderate mining;A2
2004-2008;20;10.751;Moderate mining;A2
2004-2008;20;5.3278;Moderate mining;A2
2004-2008;20;4.2013;Moderate mining;A2
2004-2008;20;3.0968;Moderate mining;A2
2004-2008;20;0.672;Moderate mining;A2
2004-2008;20;11.1563;Moderate mining;A2
2004-2008;20;3.4783;Moderate mining;A2
2004-2008;20;3.5748;Moderate mining;A2
2004-2008;20;3.4545;Moderate mining;A2
2004-2008;20;3.0728;Moderate mining;A2
2004-2008;20;2.4568;Moderate mining;A2
2004-2008;20;1.7558;Moderate mining;A2
2004-2008;20;1.11;Moderate mining;A2
2004-2008;20;0.6023;Moderate mining;A2
2004-2008;20;0.4188;Moderate mining;A2
2004-2008;20;9.609;Moderate mining;A2
2004-2008;20;9.6508;Moderate mining;A2
2004-2008;20;9.7325;Moderate mining;A2
2004-2008;20;9.8378;Moderate mining;A2
2004-2008;20;0.3743;Moderate mining;A2
2004-2008;20;0.2823;Moderate mining;A2
2004-2008;20;1.1338;Moderate mining;A2
2004-2008;20;2.0098;Moderate mining;A2
2004-2008;20;2.713;Moderate mining;A2
2004-2008;20;9.8055;Moderate mining;A2
2004-2008;20;9.5423;Moderate mining;A2
2004-2008;20;9.2108;Moderate mining;A2
2004-2008;20;3.0868;Moderate mining;A2
2004-2008;20;2.7568;Moderate mining;A2
2004-2008;20;2.3718;Moderate mining;A2
2004-2008;20;2.0273;Moderate mining;A2
2004-2008;20;1.7613;Moderate mining;A2
2004-2008;20;8.3735;Moderate mining;A2
2004-2008;20;8.3968;Moderate mining;A2
2004-2008;20;8.4915;Moderate mining;A2
2004-2008;20;2.4583;Moderate mining;A2
2004-2008;20;3.4188;Moderate mining;A2
2004-2008;20;4.4608;Moderate mining;A2
2004-2008;20;5.4163;Moderate mining;A2
2004-2008;20;6.1993;Moderate mining;A2
2004-2008;20;9.8615;Moderate mining;A2
2004-2008;20;9.9105;Moderate mining;A2
2004-2008;20;9.8123;Moderate mining;A2
2004-2008;20;9.5998;Moderate mining;A2
2004-2008;20;6.9723;Moderate mining;A2
2004-2008;20;6.7425;Moderate mining;A2
2004-2008;20;6.4858;Moderate mining;A2
2004-2008;20;6.2783;Moderate mining;A2
2004-2008;20;6.1035;Moderate mining;A2
2004-2008;20;8.6288;Moderate mining;A2
2004-2008;20;8.6278;Moderate mining;A2
2004-2008;20;8.6175;Moderate mining;A2
2004-2008;20;5.0148;Moderate mining;A2
2004-2008;20;4.329;Moderate mining;A2
2004-2008;20;3.648;Moderate mining;A2
2004-2008;20;3.1265;Moderate mining;A2
2004-2008;20;2.7545;Moderate mining;A2
2004-2008;20;2.4398;Moderate mining;A2
2004-2008;20;2.0808;Moderate mining;A2
2004-2008;20;1.585;Moderate mining;A2
2004-2008;20;0.9893;Moderate mining;A2
2004-2008;20;0.5125;Moderate mining;A2
2004-2008;20;0.6033;Moderate mining;A2
2004-2008;20;0.9755;Moderate mining;A2
2004-2008;20;1.3725;Moderate mining;A2
2004-2008;20;1.7968;Moderate mining;A2
2004-2008;20;2.2905;Moderate mining;A2
2004-2008;20;2.887;Moderate mining;A2
2004-2008;20;3.6105;Moderate mining;A2
2004-2008;20;4.474;Moderate mining;A2
2004-2008;20;5.3878;Moderate mining;A2
2004-2008;20;6.2933;Moderate mining;A2
2004-2008;20;7.1665;Moderate mining;A2
2004-2008;20;9.5383;Moderate mining;A2
2004-2008;20;9.678;Moderate mining;A2
2004-2008;20;9.6988;Moderate mining;A2
2004-2008;20;9.57;Moderate mining;A2
2004-2008;20;9.2675;Moderate mining;A2
2004-2008;20;8.8283;Moderate mining;A2
2004-2008;20;8.2993;Moderate mining;A2
2004-2008;20;7.7413;Moderate mining;A2
2004-2008;20;7.2558;Moderate mining;A2
2004-2008;20;6.9773;Moderate mining;A2
2004-2008;20;7.0005;Moderate mining;A2
2004-2008;20;7.278;Moderate mining;A2
2004-2008;20;7.7028;Moderate mining;A2
2004-2008;20;7.3438;Moderate mining;A2
2004-2008;20;8.9988;Moderate mining;A2
2004-2008;20;10.511;Moderate mining;A2
2004-2008;20;8.734;Moderate mining;A2
2004-2008;20;8.8693;Moderate mining;A2
2004-2008;20;8.9503;Moderate mining;A2
2004-2008;20;8.9935;Moderate mining;A2
2004-2008;20;8.9728;Moderate mining;A2
2004-2008;20;8.9203;Moderate mining;A2
2004-2008;20;17.6058;Moderate mining;A2
2004-2008;20;18.1428;Moderate mining;A2
2004-2008;20;18.5463;Moderate mining;A2
2004-2008;20;18.9198;Moderate mining;A2
2004-2008;20;9.5375;Moderate mining;A2
2004-2008;20;10.0853;Moderate mining;A2
2004-2008;20;4.3888;Moderate mining;A2
2004-2008;20;4.751;Moderate mining;A2
2004-2008;20;10.8495;Moderate mining;A2
2004-2008;20;10.4185;Moderate mining;A2
2004-2008;20;9.9983;Moderate mining;A2
2004-2008;20;9.6103;Moderate mining;A2
2004-2008;20;9.264;Moderate mining;A2
2004-2008;20;8.9675;Moderate mining;A2
2004-2008;20;8.7193;Moderate mining;A2
2004-2008;20;8.522;Moderate mining;A2
2004-2008;20;8.382;Moderate mining;A2
2004-2008;20;2.0083;Moderate mining;A2
2004-2008;20;1.6323;Moderate mining;A2
2004-2008;20;8.3218;Moderate mining;A2
2004-2008;20;8.4005;Moderate mining;A2
2004-2008;20;8.5023;Moderate mining;A2
2004-2008;20;8.5873;Moderate mining;A2
2004-2008;20;3.699;Moderate mining;A2
2004-2008;20;3.896;Moderate mining;A2
2004-2008;20;3.9945;Moderate mining;A2
2004-2008;20;4.0675;Moderate mining;A2
2004-2008;20;4.1405;Moderate mining;A2
2004-2008;20;4.1573;Moderate mining;A2
2004-2008;20;4.055;Moderate mining;A2
2004-2008;20;3.821;Moderate mining;A2
2004-2008;20;3.5045;Moderate mining;A2
2004-2008;20;3.1613;Moderate mining;A2
2004-2008;20;2.8448;Moderate mining;A2
2004-2008;20;2.605;Moderate mining;A2
2004-2008;20;2.47;Moderate mining;A2
2004-2008;20;2.4268;Moderate mining;A2
2004-2008;20;7.589;Moderate mining;A2
2004-2008;20;7.62;Moderate mining;A2
2004-2008;20;2.4025;Moderate mining;A2
2004-2008;20;2.351;Moderate mining;A2
2004-2008;20;1.1643;Moderate mining;A2
2008-2012;20;0.6988;Intensive mining;A2
2008-2012;20;5.062;Intensive mining;A2
2008-2012;20;5.6293;Intensive mining;A2
2008-2012;20;6.7985;Intensive mining;A2
2008-2012;20;8.303;Intensive mining;A2
2008-2012;20;9.981;Intensive mining;A2
2008-2012;20;11.6755;Intensive mining;A2
2008-2012;20;8.8745;Intensive mining;A2
2008-2012;20;9.4208;Intensive mining;A2
2008-2012;20;12.7788;Intensive mining;A2
2008-2012;20;20.064;Intensive mining;A2
2008-2012;20;18.775;Intensive mining;A2
2008-2012;20;27.0245;Intensive mining;A2
2008-2012;20;35.6338;Intensive mining;A2
2008-2012;20;34.324;Intensive mining;A2
2008-2012;20;24.7143;Intensive mining;A2
2008-2012;20;16.8135;Intensive mining;A2
2008-2012;20;17.285;Intensive mining;A2
2008-2012;20;18.4578;Intensive mining;A2
2008-2012;20;20.1915;Intensive mining;A2
2008-2012;20;22.5278;Intensive mining;A2
2008-2012;20;22.4665;Intensive mining;A2
2008-2012;20;25.012;Intensive mining;A2
2008-2012;20;23.2338;Intensive mining;A2
2008-2012;20;21.3793;Intensive mining;A2
2008-2012;20;19.3998;Intensive mining;A2
2008-2012;20;17.278;Intensive mining;A2
2008-2012;20;15.0725;Intensive mining;A2
2008-2012;20;12.8485;Intensive mining;A2
2008-2012;20;10.6598;Intensive mining;A2
2008-2012;20;8.5615;Intensive mining;A2
2008-2012;20;12.8633;Intensive mining;A2
2008-2012;20;11.4885;Intensive mining;A2
2008-2012;20;4.8528;Intensive mining;A2
2008-2012;20;3.3175;Intensive mining;A2
2008-2012;20;1.934;Intensive mining;A2
2008-2012;20;0.8923;Intensive mining;A2
2008-2012;20;0.51;Intensive mining;A2
2008-2012;20;0.9288;Intensive mining;A2
2008-2012;20;0.285;Intensive mining;A2
2008-2012;20;7.5823;Intensive mining;A2
2008-2012;20;5.126;Intensive mining;A2
2008-2012;20;4.674;Intensive mining;A2
2008-2012;20;4.2938;Intensive mining;A2
2008-2012;20;4.024;Intensive mining;A2
2008-2012;20;3.856;Intensive mining;A2
2008-2012;20;6.365;Intensive mining;A2
2008-2012;20;6.3828;Intensive mining;A2
2008-2012;20;6.4063;Intensive mining;A2
2008-2012;20;6.431;Intensive mining;A2
2008-2012;20;6.4708;Intensive mining;A2
2008-2012;20;6.5348;Intensive mining;A2
2008-2012;20;6.629;Intensive mining;A2
2008-2012;20;5.3388;Intensive mining;A2
2008-2012;20;6.2608;Intensive mining;A2
2008-2012;20;7.2358;Intensive mining;A2
2008-2012;20;6.9793;Intensive mining;A2
2008-2012;20;7.1078;Intensive mining;A2
2008-2012;20;9.1003;Intensive mining;A2
2008-2012;20;10.0083;Intensive mining;A2
2008-2012;20;7.6745;Intensive mining;A2
2008-2012;20;8.1878;Intensive mining;A2
2008-2012;20;8.7363;Intensive mining;A2
2008-2012;20;9.209;Intensive mining;A2
2008-2012;20;13.9003;Intensive mining;A2
2008-2012;20;13.6673;Intensive mining;A2
2008-2012;20;13.3258;Intensive mining;A2
2008-2012;20;12.8503;Intensive mining;A2
2008-2012;20;12.2465;Intensive mining;A2
2008-2012;20;11.559;Intensive mining;A2
2008-2012;20;10.848;Intensive mining;A2
2008-2012;20;10.1935;Intensive mining;A2
2008-2012;20;3.1493;Intensive mining;A2
2008-2012;20;1.2645;Intensive mining;A2
2008-2012;20;0.8595;Intensive mining;A2
2008-2012;20;2.6228;Intensive mining;A2
2008-2012;20;9.793;Intensive mining;A2
2008-2012;20;10.0775;Intensive mining;A2
2008-2012;20;10.3115;Intensive mining;A2
2008-2012;20;19.3813;Intensive mining;A2
2008-2012;20;19.302;Intensive mining;A2
2008-2012;20;10.3648;Intensive mining;A2
2008-2012;20;10.162;Intensive mining;A2
2008-2012;20;9.8828;Intensive mining;A2
2008-2012;20;9.5903;Intensive mining;A2
2008-2012;20;4.676;Intensive mining;A2
2008-2012;20;3.707;Intensive mining;A2
2008-2012;20;2.7278;Intensive mining;A2
2008-2012;20;9.0068;Intensive mining;A2
2008-2012;20;8.9068;Intensive mining;A2
2008-2012;20;1.0508;Intensive mining;A2
2008-2012;20;1.801;Intensive mining;A2
2008-2012;20;3.0643;Intensive mining;A2
2008-2012;20;4.3095;Intensive mining;A2
2008-2012;20;5.441;Intensive mining;A2
2008-2012;20;6.492;Intensive mining;A2
2008-2012;20;7.5165;Intensive mining;A2
2008-2012;20;8.5585;Intensive mining;A2
2008-2012;20;8.5083;Intensive mining;A2
2008-2012;20;8.4295;Intensive mining;A2
2008-2012;20;8.3275;Intensive mining;A2
2008-2012;20;8.2428;Intensive mining;A2
2008-2012;20;12.3713;Intensive mining;A2
2008-2012;20;13.2065;Intensive mining;A2
2008-2012;20;8.3863;Intensive mining;A2
2008-2012;20;8.7178;Intensive mining;A2
2008-2012;20;9.1493;Intensive mining;A2
2008-2012;20;9.6173;Intensive mining;A2
2008-2012;20;11.2673;Intensive mining;A2
2008-2012;20;10.9708;Intensive mining;A2
2008-2012;20;10.606;Intensive mining;A2
2008-2012;20;10.1985;Intensive mining;A2
2008-2012;20;9.788;Intensive mining;A2
2008-2012;20;10.8825;Intensive mining;A2
2008-2012;20;10.9993;Intensive mining;A2
2008-2012;20;11.1453;Intensive mining;A2
2008-2012;20;9.422;Intensive mining;A2
2008-2012;20;9.6665;Intensive mining;A2
2008-2012;20;9.97;Intensive mining;A2
2008-2012;20;10.2448;Intensive mining;A2
2008-2012;20;10.422;Intensive mining;A2
2008-2012;20;10.4418;Intensive mining;A2
2008-2012;20;10.2825;Intensive mining;A2
2008-2012;20;5.941;Intensive mining;A2
2008-2012;20;11.9738;Intensive mining;A2
2008-2012;20;10.9328;Intensive mining;A2
2008-2012;20;20.2505;Intensive mining;A2
2008-2012;20;20.2298;Intensive mining;A2
2008-2012;20;20.4763;Intensive mining;A2
2008-2012;20;11.0125;Intensive mining;A2
2008-2012;20;1.3883;Intensive mining;A2
2008-2012;20;1.5865;Intensive mining;A2
2008-2012;20;1.6325;Intensive mining;A2
2008-2012;20;11.391;Intensive mining;A2
2008-2012;20;11.3488;Intensive mining;A2
2008-2012;20;11.3623;Intensive mining;A2
2008-2012;20;1.5623;Intensive mining;A2
2008-2012;20;2.2235;Intensive mining;A2
2008-2012;20;3.2123;Intensive mining;A2
2008-2012;20;4.3228;Intensive mining;A2
2008-2012;20;5.445;Intensive mining;A2
2008-2012;20;6.5323;Intensive mining;A2
2008-2012;20;8.886;Intensive mining;A2
2008-2012;20;8.7093;Intensive mining;A2
2008-2012;20;8.398;Intensive mining;A2
2008-2012;20;7.9628;Intensive mining;A2
2008-2012;20;7.3975;Intensive mining;A2
2008-2012;20;6.7428;Intensive mining;A2
2008-2012;20;6.0378;Intensive mining;A2
2008-2012;20;5.3213;Intensive mining;A2
2008-2012;20;4.6388;Intensive mining;A2
2008-2012;20;4.0408;Intensive mining;A2
2008-2012;20;3.5645;Intensive mining;A2
2008-2012;20;3.2128;Intensive mining;A2
2008-2012;20;3.0573;Intensive mining;A2
2008-2012;20;3.215;Intensive mining;A2
2008-2012;20;3.585;Intensive mining;A2
2008-2012;20;3.93;Intensive mining;A2
2008-2012;20;12.9425;Intensive mining;A2
2008-2012;20;12.7993;Intensive mining;A2
2008-2012;20;12.6045;Intensive mining;A2
2008-2012;20;3.5373;Intensive mining;A2
2008-2012;20;2.9895;Intensive mining;A2
2008-2012;20;2.5093;Intensive mining;A2
2008-2012;20;2.2425;Intensive mining;A2
2008-2012;20;2.168;Intensive mining;A2
2008-2012;20;2.2105;Intensive mining;A2
2008-2012;20;2.3273;Intensive mining;A2
2008-2012;20;2.4978;Intensive mining;A2
2008-2012;20;2.6838;Intensive mining;A2
2008-2012;20;2.8378;Intensive mining;A2
2008-2012;20;2.9188;Intensive mining;A2
2008-2012;20;2.9245;Intensive mining;A2
2008-2012;20;2.8818;Intensive mining;A2
2008-2012;20;2.8185;Intensive mining;A2
2008-2012;20;1.0515;Intensive mining;A2
2012-2016;20;5.1788;Intensive mining;A2
2012-2016;20;5.2775;Intensive mining;A2
2012-2016;20;5.5768;Intensive mining;A2
2012-2016;20;6.9755;Intensive mining;A2
2012-2016;20;9.1538;Intensive mining;A2
2012-2016;20;9.9495;Intensive mining;A2
2012-2016;20;9.0528;Intensive mining;A2
2012-2016;20;8.5415;Intensive mining;A2
2012-2016;20;9.6365;Intensive mining;A2
2012-2016;20;11.0923;Intensive mining;A2
2012-2016;20;12.3383;Intensive mining;A2
2012-2016;20;18.5835;Intensive mining;A2
2012-2016;20;17.2778;Intensive mining;A2
2012-2016;20;17.125;Intensive mining;A2
2012-2016;20;40.9963;Intensive mining;A2
2012-2016;20;45.1875;Intensive mining;A2
2012-2016;20;9.5983;Intensive mining;A2
2012-2016;20;17.4548;Intensive mining;A2
2012-2016;20;17.5928;Intensive mining;A2
2012-2016;20;14.5003;Intensive mining;A2
2016-2020;20;13.4583;Intensive mining;A2
2016-2020;20;12.064;Intensive mining;A2
2016-2020;20;12.0205;Intensive mining;A2
2016-2020;20;13.5468;Intensive mining;A2
2016-2020;20;13.7783;Intensive mining;A2
2016-2020;20;13.7053;Intensive mining;A2
2016-2020;20;14.405;Intensive mining;A2
2016-2020;20;15.945;Intensive mining;A2
2016-2020;20;17.243;Intensive mining;A2
2016-2020;20;17.251;Intensive mining;A2
2016-2020;20;15.508;Intensive mining;A2
2016-2020;20;12.6935;Intensive mining;A2
2016-2020;20;11.041;Intensive mining;A2
2016-2020;20;12.3823;Intensive mining;A2
2016-2020;20;34.7733;Intensive mining;A2
2016-2020;20;56.5335;Intensive mining;A2
2016-2020;20;53.434;Intensive mining;A2
2016-2020;20;28.7708;Intensive mining;A2
2016-2020;20;32.0223;Intensive mining;A2
2016-2020;20;54.4498;Intensive mining;A2
2016-2020;20;52.2498;Intensive mining;A2
2016-2020;20;34.5423;Intensive mining;A2
2016-2020;20;25.1818;Intensive mining;A2
2016-2020;20;44.0188;Intensive mining;A2
2016-2020;20;42.2738;Intensive mining;A2
2016-2020;20;43.132;Intensive mining;A2
2016-2020;20;24.181;Intensive mining;A2
2016-2020;20;22.7615;Intensive mining;A2
2016-2020;20;37.9505;Intensive mining;A2
2016-2020;20;46.7413;Intensive mining;A2
2016-2020;20;55.5055;Intensive mining;A2
2016-2020;20;45.3433;Intensive mining;A2
2016-2020;20;31.143;Intensive mining;A2
2016-2020;20;14.0328;Intensive mining;A2
2016-2020;20;4.6375;Intensive mining;A2
2016-2020;20;28.9025;Intensive mining;A2
2016-2020;20;30.224;Intensive mining;A2
2016-2020;20;30.668;Intensive mining;A2
2016-2020;20;18.7933;Intensive mining;A2
2016-2020;20;4.9178;Intensive mining;A2
1984-1987;21;1.546;Minimal mining;A2
1984-1987;21;6.454;Minimal mining;A2
1984-1987;21;6.6783;Minimal mining;A2
1984-1987;21;7.258;Minimal mining;A2
1984-1987;21;7.599;Minimal mining;A2
1984-1987;21;8.388;Minimal mining;A2
1984-1987;21;8.7893;Minimal mining;A2
1984-1987;21;9.465;Minimal mining;A2
1984-1987;21;10.317;Minimal mining;A2
1984-1987;21;10.4003;Minimal mining;A2
1984-1987;21;11.9523;Minimal mining;A2
1984-1987;21;12.2533;Minimal mining;A2
1984-1987;21;12.2557;Minimal mining;A2
1984-1987;21;12.37;Minimal mining;A2
1984-1987;21;12.801;Minimal mining;A2
1984-1987;21;13.022;Minimal mining;A2
1984-1987;21;13.8067;Minimal mining;A2
1984-1987;21;14.1297;Minimal mining;A2
1984-1987;21;14.5453;Minimal mining;A2
1984-1987;21;15.1193;Minimal mining;A2
1984-1987;21;15.2447;Minimal mining;A2
1984-1987;21;15.2853;Minimal mining;A2
1984-1987;21;15.3833;Minimal mining;A2
1984-1987;21;15.594;Minimal mining;A2
1984-1987;21;16.1173;Minimal mining;A2
1984-1987;21;17.654;Minimal mining;A2
1984-1987;21;17.93;Minimal mining;A2
1984-1987;21;18.2497;Minimal mining;A2
1984-1987;21;18.3437;Minimal mining;A2
1984-1987;21;19.7567;Minimal mining;A2
1984-1987;21;20.4143;Minimal mining;A2
1984-1987;21;20.7077;Minimal mining;A2
1984-1987;21;20.919;Minimal mining;A2
1984-1987;21;21.4133;Minimal mining;A2
1984-1987;21;22.678;Minimal mining;A2
1984-1987;21;23.512;Minimal mining;A2
1984-1987;21;23.6443;Minimal mining;A2
1984-1987;21;25.1913;Minimal mining;A2
1984-1987;21;25.6533;Minimal mining;A2
1984-1987;21;25.9993;Minimal mining;A2
1987-1992;21;4.6662;Minimal mining;A2
1987-1992;21;9.5688;Minimal mining;A2
1987-1992;21;10.7082;Minimal mining;A2
1987-1992;21;12.4436;Minimal mining;A2
1987-1992;21;9.7006;Minimal mining;A2
1987-1992;21;11.2164;Minimal mining;A2
1987-1992;21;11.2714;Minimal mining;A2
1987-1992;21;11.6262;Minimal mining;A2
1987-1992;21;11.8098;Minimal mining;A2
1987-1992;21;11.7188;Minimal mining;A2
1987-1992;21;8.335;Minimal mining;A2
1987-1992;21;8.5256;Minimal mining;A2
1987-1992;21;8.815;Minimal mining;A2
1987-1992;21;8.8326;Minimal mining;A2
1987-1992;21;11.31;Minimal mining;A2
1987-1992;21;11.547;Minimal mining;A2
